id,invt_amt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7
2872,660,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.580439896,0.108849739,0.148711375,0.052985338,0.109013651,,
2873,1010,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IGV,,,0.494774245,0.103086005,0.162103388,0.065511816,0.174524546,,
2874,450,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:VOT,,,,,0.48229853,0.4647546,0.05294687,,,,
2875,2320,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,,,0.29122127,0.405401365,0.163005294,0.06249103,0.07788104,,
2876,260,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.635728895,0.176349319,0.075894178,0.045130296,0.066897312,,
2877,520,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:EVX,,,0.422293951,0.25615441,0.128258829,0.123933409,0.069359401,,
2878,1280,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:IGM,,,0.498025061,0.183584808,0.152102542,0.028620998,0.137666591,,
2879,1220,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:IYM,,,,0.421851914,0.239588989,0.292883841,0.045675257,,,
2880,320,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XLB,,,0.484777585,0.206181728,0.10360304,0.072416,0.133021647,,
2881,4150,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.351342324,0.138415681,0.339022337,0.171219659,,,
2882,690,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.729192203,0.071649734,0.090595504,0.108562559,,,
2883,910,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IGV,,,,0.473199207,0.253688577,0.035686484,0.237425731,,,
2884,1170,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IHF,,,0.028177325,0.416969328,0.332469849,0.032797323,0.189586176,,
2885,2310,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:ITA,,,,0.341779731,0.281911753,0.062212497,0.31409602,,,
2886,630,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.450837176,0.386642902,0.150540718,0.011979204,,,
2887,950,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGM,,,,,0.723727016,0.187881047,0.088391937,,,,
2888,2610,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:XBI,,,,,0.445719877,0.135383804,0.418896319,,,,
2889,310,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:IGM,,,0.25051017,0.229117509,0.348224567,0.064183991,0.107963763,,
2890,1260,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.79005182,0.140754188,0.021773938,0.047420054,,,
2891,2290,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:FVL,NYSEARCA:IGM,,,0.421134898,0.144472395,0.24210669,0.033753008,0.158533009,,
2892,260,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.282346959,0.52621321,0.102011363,0.089428468,,,
2893,2070,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:VOT,,,,,0.386764875,0.406824831,0.206410294,,,,
2894,1020,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,,0.353011794,0.231664031,0.040259589,0.189307648,0.185756938,,
2895,2290,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.517253728,0.327882945,0.009680903,0.016651969,0.128530455,,
2896,1600,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:EWC,NYSEARCA:RYH,,,,0.713023381,0.092660705,0.133768019,0.060547894,,,
2897,560,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PPA,,,0.469175335,0.067453727,0.229762251,0.01822585,0.215382837,,
2898,2050,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:VAW,,,,,0.451162773,0.243410124,0.305427103,,,,
2899,1150,NYSEARCA:XLE,NYSEARCA:JKH,NYSEARCA:EVX,,,,,0.882941148,0.058319333,0.058739519,,,,
2900,540,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.538145128,0.315552018,0.043007845,0.103295009,,,
2901,1960,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGM,,,0.505780473,0.125072516,0.216239984,0.018020801,0.134886227,,
2902,2190,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.595264783,0.152326807,0.219653798,0.032754611,,,
2903,330,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:PPA,,,,0.550184141,0.26827552,0.054182838,0.1273575,,,
2904,420,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:EWC,,,,,0.438251307,0.109054906,0.452693788,,,,
2905,280,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.63951732,0.07276404,0.243961139,0.043757501,,,
2906,1480,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,0.468245396,0.192913262,0.149851595,0.038934148,0.150055599,,
2907,2040,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,0.485471529,0.328946685,0.056100226,0.007866406,0.121615154,,
2908,2360,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IGV,,,0.271377746,0.385150155,0.095478846,0.186810294,0.061182959,,
2909,4120,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.64755749,0.07459306,0.141209631,0.136639819,,,
2910,140,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:RYH,,,,0.344207725,0.263841503,0.224521757,0.167429016,,,
2911,1730,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EVX,,,,0.424881614,0.129546147,0.256321835,0.189250405,,,
2912,1050,NYSEARCA:IEO,NYSEARCA:IYM,NYSEARCA:FVL,,,,,0.708781131,0.053807789,0.23741108,,,,
2913,170,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:IYM,,,0.438148085,0.094254467,0.008751455,0.388837801,0.070008192,,
2914,1820,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.552206129,0.089231828,0.117749131,0.106392986,0.134419926,,
2915,1970,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:FVL,,,,0.603450252,0.030374955,0.278804974,0.087369819,,,
2916,720,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:EVX,,,0.583235901,0.155299124,0.089006063,0.063748457,0.108710455,,
2917,240,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGV,,,0.567891652,0.218464736,0.001824497,0.144594334,0.067224781,,
2918,3680,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,,,0.45182188,0.19685182,0.205040607,0.048388653,0.09789704,,
2919,1940,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.549725088,0.170977493,0.168659634,0.110637785,,,
2920,3200,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:FVL,,,,0.65953583,0.048108286,0.033155435,0.259200449,,,
2921,540,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:JKH,,,0.468996496,0.192244464,0.035391265,0.299963234,0.003404541,,
2922,1780,NYSEARCA:IEO,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.753897529,0.020563214,0.108200112,0.117339145,,,
2923,1090,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:JKH,NYSEARCA:FVL,,,0.48973445,0.306856136,0.011266816,0.040852326,0.151290272,,
2924,4150,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IGV,,,,0.507501866,0.317999211,0.025044372,0.149454551,,,
2925,160,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XLB,,,,0.463351346,0.1437846,0.191702092,0.201161963,,,
2926,320,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,0.476813578,0.170819246,0.113666236,0.102840121,0.13586082,,
2927,630,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:IYM,,,,,0.421380889,0.472296309,0.106322802,,,,
2928,2300,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:PYZ,,,0.473510409,0.066221237,0.081958644,0.349144347,0.029165363,,
2929,1810,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:VOT,,,,0.58076681,0.154370092,0.135220003,0.129643096,,,
2930,180,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:EVX,,,,0.454394384,0.417375427,0.051216954,0.077013235,,,
2931,1460,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.613826931,0.159299019,0.073061272,0.153812778,,,
2932,2650,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:IHF,,,,,0.453973637,0.286285703,0.25974066,,,,
2933,750,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:JKH,NYSEARCA:PYZ,,,,0.744643875,0.101928038,0.13067323,0.022754856,,,
2934,1320,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IGV,,,,0.289049636,0.410148074,0.188337575,0.112464714,,,
2935,290,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:EVX,,,0.344387126,0.210449243,0.089215517,0.21525171,0.140696405,,
2936,2340,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,0.638866965,0.145670415,0.036035171,0.154176211,0.025251238,,
2937,1160,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XLB,,,0.457556935,0.135433325,0.124416717,0.078161454,0.204431569,,
2938,1930,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.715932865,0.043885213,0.060860674,0.179321248,,,
2939,2730,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:JKH,,,,0.463718637,0.30127391,0.052048465,0.182958988,,,
2940,4820,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:ITA,,,,0.413432388,0.077275341,0.143002611,0.36628966,,,
2941,270,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.640634462,0.098081965,0.162498065,0.098785508,,,
2942,500,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.549296871,0.19513214,0.222501854,0.033069135,,,
2943,440,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IHF,,,,0.559343263,0.163281367,0.025750698,0.251624672,,,
2944,2940,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:PYZ,,,,,0.727740856,0.100655129,0.171604014,,,,
2945,1950,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,0.587107543,0.131562659,0.118235008,0.060128982,0.102965807,,
2946,550,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:PPA,,,,0.329286768,0.363853602,0.039468789,0.267390841,,,
2947,3690,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:PPA,,,,0.44493479,0.180897107,0.084526399,0.289641704,,,
2948,910,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.535435,0.005357096,0.236523989,0.222683915,,,
2949,200,NYSEARCA:PXJ,NYSEARCA:ITA,NYSEARCA:XME,,,,,0.570775791,0.401015193,0.028209016,,,,
2950,1870,NYSEARCA:RYE,NYSEARCA:XLE,NYSEARCA:PYZ,NYSEARCA:IGM,,,,0.814320096,0.026791819,0.016592711,0.142295374,,,
2951,2860,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:PYZ,,,0.448447009,0.089862123,0.101014578,0.339454024,0.021222266,,
2952,4490,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.487426616,0.403494183,0.019397811,0.08968139,,,
2953,1760,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:IGV,,,,0.521401641,0.327141833,0.00520014,0.146256387,,,
2954,1270,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:PPA,,,,,0.789919694,0.116244187,0.09383612,,,,
2955,2080,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:VAW,,,0.52883035,0.126158292,0.030506749,0.006160265,0.308344344,,
2956,370,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:VAW,,,0.36522778,0.058023016,0.450359503,0.012772052,0.113617649,,
2957,1730,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.42218327,0.42986182,0.04777036,0.07100524,0.02917931,,
2958,2480,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PPA,,,,0.489560439,0.298659929,0.018403313,0.193376319,,,
2959,1500,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,0.627196187,0.180122225,0.012041209,0.043195952,0.137444427,,
2960,2790,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:VAW,,,0.422934747,0.230403165,0.044396473,0.165791688,0.136473927,,
2961,350,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,NYSEARCA:IGM,,,0.619792569,0.049148193,0.122784376,0.077877427,0.130397436,,
2962,2480,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:VAW,,,,0.461403592,0.056661939,0.044194804,0.437739665,,,
2963,1040,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XLB,,,,0.408126543,0.076828907,0.37295935,0.142085199,,,
2964,600,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:VOT,,,,0.333852811,0.250322533,0.289961919,0.125862736,,,
2965,210,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.471205833,0.127161271,0.280036685,0.121596211,,,
2966,740,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IGM,,,,0.53265725,0.24577548,0.011165857,0.210401413,,,
2967,1890,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:VOT,,,0.322340122,0.376554787,0.083452434,0.211662206,0.00599045,,
2968,340,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.696101283,0.169083792,0.036232207,0.00530913,0.093273587,,
2969,3530,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.664232188,0.186874734,0.029870029,0.119023049,,,
2970,2040,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:RYH,,,,,0.691231644,0.181723133,0.127045223,,,,
2971,1970,NYSEARCA:VDE,NYSEARCA:XBI,NYSEARCA:XME,,,,,0.501024161,0.270676051,0.228299789,,,,
2972,300,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:PPA,,,,0.370388553,0.408677665,0.023299988,0.197633795,,,
2973,3430,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XBI,NYSEARCA:ITA,,,,0.282412625,0.271974325,0.382283731,0.063329319,,,
2974,3470,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.506726637,0.27777895,0.13831442,0.077179992,,,
2975,420,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,0.611231315,0.235842605,0.011466002,0.063552183,0.077907895,,
2976,1360,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:VOT,,,,0.617954057,0.006714923,0.265201408,0.110129611,,,
2977,290,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PYZ,,,,,0.173396228,0.492610773,0.333992999,,,,
2978,1990,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,,0.18445731,0.307519514,0.048930606,0.040923179,0.360657203,0.057512188,
2979,170,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,,,0.670359865,0.019629105,0.182029757,0.045676694,0.082304579,,
2980,1430,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IGM,,,,0.483718531,0.183011475,0.185354803,0.147915191,,,
2981,3430,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IGM,,,,0.630710312,0.203276047,0.083204918,0.082808723,,,
2982,2670,NYSEARCA:XLE,NYSEARCA:JKH,NYSEARCA:PYZ,NYSEARCA:EVX,,,,0.883710391,0.04041397,0.002916866,0.072958772,,,
2983,870,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:RYH,,,,0.751446426,0.159702564,0.055598017,0.033252993,,,
2984,2510,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:XLB,,,,,0.53171897,0.307159951,0.161121079,,,,
2985,230,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:RYH,,,,0.439276627,0.345500223,0.026304441,0.18891871,,,
2986,1830,NYSEARCA:PXE,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:RYH,,,,0.743455462,0.006013461,0.155717876,0.0948132,,,
2987,470,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.645955289,0.089465229,0.028409522,0.23616996,,,
2988,2370,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,,0.372312357,0.370014084,0.01029688,0.109464887,0.137911792,,
2989,190,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:IYM,,,,0.160031821,0.36611099,0.062910783,0.410946405,,,
2990,420,NYSEARCA:PXJ,NYSEARCA:PPA,NYSEARCA:RYH,,,,,0.753133372,0.126200959,0.120665668,,,,
2991,1190,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,,,,0.649753705,0.049652714,0.277480131,0.02311345,,,
2992,1970,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:VAW,,,0.42466274,0.039165468,0.150017121,0.212256045,0.173898626,,
2993,1900,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:JKH,,,0.293970135,0.257643313,0.015550464,0.368756179,0.064079909,,
2994,280,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:PYZ,NYSEARCA:EVX,,,,0.762761115,0.096436197,0.02219262,0.118610069,,,
2995,290,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:FVL,,,,0.533565804,0.220292878,0.162217597,0.083923722,,,
2996,230,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:JKH,NYSEARCA:FVL,,,0.467935599,0.227894604,0.098752706,0.098180976,0.107236115,,
2997,390,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:FVL,NYSEARCA:EVX,,,0.405819211,0.169100965,0.173045852,0.123512256,0.128521716,,
2998,160,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.42338105,0.381933556,0.056148081,0.138537314,,,
2999,120,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:PTH,,,,0.588055535,0.196144033,0.069672856,0.146127577,,,
3000,4150,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:PPA,NYSEARCA:RYH,,,0.587316216,0.215819634,0.001593286,0.135949337,0.059321527,,
3001,1150,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PPA,NYSEARCA:RYH,,,0.432218063,0.396607373,0.019941814,0.051227342,0.100005408,,
3002,2430,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.37635629,0.493595208,0.021659456,0.047047124,0.061341922,,
3003,5410,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IGV,,,,0.509672294,0.332909642,0.047189617,0.110228447,,,
3004,4080,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:PPA,,,,0.512393431,0.322135364,0.016811316,0.148659889,,,
3005,990,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:JKH,,,,,0.663628832,0.226773883,0.109597285,,,,
3006,490,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.572297554,0.281879202,0.002286701,0.051323153,0.09221339,,
3007,3790,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGM,,,0.673614363,0.077537663,0.010709726,0.186296527,0.051841722,,
3008,1140,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PYZ,NYSEARCA:VOT,,,0.554023722,0.241560934,0.016348276,0.010693143,0.177373925,,
3009,930,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PTH,,,,,0.517824934,0.337399218,0.144775848,,,,
3010,150,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGM,,,0.418101467,0.296005472,0.088761623,0.060741678,0.13638976,,
3011,600,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EVX,,,,0.517919761,0.206948155,0.069163116,0.205968968,,,
3012,3110,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EWC,,,,0.483338314,0.174544902,0.046363882,0.295752903,,,
3013,250,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:VOT,,,,0.493409993,0.180129262,0.176095996,0.150364748,,,
3014,110,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,,,0.408697833,0.305153051,0.044695089,0.219318055,0.022135971,,
3015,520,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.488486576,0.35409238,0.076923874,0.005537355,0.074959815,,
3016,2260,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:RYH,,,,0.50715416,0.170275768,0.196616938,0.125953134,,,
3017,1180,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IGM,,,0.431115421,0.230638886,0.126004709,0.041382861,0.170858123,,
3018,3670,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.564071533,0.216030418,0.102424339,0.11747371,,,
3019,530,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,,,0.676677328,0.011058685,0.188903948,0.041031449,0.082328589,,
3020,4930,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IHF,,,,0.408149646,0.338544402,0.056390553,0.1969154,,,
3021,200,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:IHI,,,,0.603390596,0.06272048,0.321744517,0.012144406,,,
3022,1550,NYSEARCA:RYE,NYSEARCA:IYM,NYSEARCA:PYZ,,,,,0.640199277,0.264725426,0.095075297,,,,
3023,200,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:IGV,,,,,0.654864568,0.135608342,0.20952709,,,,
3024,1420,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,,,,,0.631653806,0.036838807,0.331507386,,,,
3025,680,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,,,0.512722712,0.071011292,0.008568334,0.34330743,0.064390232,,
3026,4350,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XLB,,,,,0.82853108,0.064322377,0.107146543,,,,
3027,1070,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:PYZ,,,0.49331345,0.069199294,0.0539077,0.241980389,0.141599168,,
3028,3620,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:VAW,,,,0.134766048,0.448272766,0.327724224,0.089236962,,,
3029,1700,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.569258003,0.306009979,0.058101021,0.066630997,,,
3030,540,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XLB,,,,,0.647108643,0.194664953,0.158226404,,,,
