ID,LIMIT,BALANCE,INCOME,RATING,GENDER,EDUCATION,MARITAL,AGE,S1,S2,S3,S4,S5,B1,B2,B3,B4,B5,R1,R2,R3,R4,R5
7931,190000,371.875,227525,0,1,2,1,33,0,0,0,0,0,3405,2131,2131,2131,0,2131,2131,2131,0,5354
7932,180000,18902.8,193470,0,1,1,2,34,0,0,0,0,0,180959,169362,163957,138409,132864,8000,5500,5000,5500,6000
7933,110000,1073.975,104258,1,1,2,1,35,0,0,0,0,0,7040,3861,4869,4966,5070,1073,1081,178,184,185
7934,200000,9096.325,202720,1,1,3,2,33,2,2,2,2,2,51016,54736,55424,56101,57137,5000,2000,2000,1900,2200
7935,210000,1792,202145,0,1,2,1,40,-1,-1,-1,-1,-1,-660,117,4890,-356,4644,5000,5000,0,5000,1000
7936,100000,83.3,96168,0,1,3,1,36,-1,-1,-1,-1,-1,476,476,476,476,1075,476,476,476,1075,876
7937,130000,23693.25,145089,0,1,2,1,43,0,0,0,0,0,134974,132242,122832,55232,78266,5472,5701,2211,38663,2350
7938,70000,12358.675,80790,0,1,3,2,38,0,0,0,0,0,69821,68683,68771,55168,49674,3500,2104,2015,2001,2102
7939,100000,16133.075,106635,0,1,2,1,33,0,0,0,0,0,88832,89762,77986,71031,66983,3215,2792,1881,1945,2184
7940,150000,105,143385,0,1,3,1,35,-1,2,-1,-1,-1,660,330,330,330,740,0,330,330,740,0
7941,160000,17912.65,164335,0,1,3,1,39,0,-1,-1,-1,-1,103698,1048,1048,1048,1221,1048,1048,1048,1221,1048
7942,30000,0,23309,0,1,3,1,48,-1,-1,0,0,0,100,0,0,0,0,0,0,0,0,0
7943,80000,142.8,95890,0,1,2,1,36,-1,-1,-1,-1,-1,1419,1845,1799,599,-1,1856,1804,600,0,0
7944,200000,1241.8,227755,0,1,2,1,44,0,0,0,0,0,1323,8457,48757,4200,7312,8457,48757,4200,7312,21740
7945,180000,16816.275,176958,1,1,3,1,41,2,2,2,0,0,100094,101204,98680,100644,102750,3582,0,3605,3731,3752
7946,180000,8315.475,202197,0,1,2,1,34,0,0,0,0,0,26137,18177,16866,15067,7615,3006,5020,5000,2000,935
7947,170000,25306.05,181606,0,1,2,1,35,0,0,0,0,0,136269,139337,141018,119039,88833,7004,7008,5005,4009,3807
7948,50000,754.075,35957,0,1,1,2,35,0,0,0,0,0,10834,15251,12159,9581,15222,8000,9400,1000,6000,3000
7949,160000,16325.225,189705,0,1,3,1,40,0,0,0,0,0,91031,89764,87919,86279,84794,3500,3000,2956,3100,3400
7950,160000,68.25,150421,1,1,2,1,40,0,0,0,0,0,390,390,390,390,390,780,390,390,390,390
7951,20000,3218.25,10000,0,1,1,2,22,0,0,0,0,0,19760,18570,17604,11973,9517,1376,1383,1000,455,1500
7952,70000,5880.35,74116,0,1,2,1,24,0,0,0,0,-1,41574,30777,30155,14298,1579,3000,1005,2000,1579,2882
7953,240000,6081.6,247905,0,1,2,2,38,0,0,0,0,0,30073,24315,3724,28347,11280,24315,3724,28347,11280,31266
7954,300000,60060.875,359425,0,1,2,1,45,0,0,0,0,0,335000,322462,312973,262255,251413,11254,10956,8587,8638,9284
7955,420000,858.2,408291,0,1,2,1,37,0,0,0,0,0,5248,5344,5058,2019,2443,5348,5065,2019,2443,4697
7956,200000,20900.6,224648,1,1,3,1,43,2,0,0,0,0,116014,119576,123551,129486,133262,5000,5000,7000,5000,5000
7957,50000,4746.175,59650,0,1,2,1,47,0,0,0,0,0,53680,20476,21781,17792,16657,1700,2000,1000,702,600
7958,50000,3606.05,39169,0,1,2,1,38,0,0,-1,0,0,18750,0,31288,27335,30626,0,95000,1000,3700,16
7959,200000,449.925,227030,0,1,1,1,38,0,0,0,0,0,2772,2571,2571,2571,2571,2571,2571,2571,2571,2571
7960,200000,20743.1,221891,0,1,1,2,32,0,0,0,0,0,121068,119122,121402,115419,116749,4500,4300,6000,4400,4500
7961,380000,63690.2,454999,0,1,2,1,33,1,2,2,2,2,385726,368318,354443,354765,354579,74,14301,13000,12800,12800
7962,50000,3084.55,43658,0,1,1,2,27,0,0,0,-1,-1,16789,12946,20650,20650,2529,8000,8000,20650,2529,0
7963,50000,255.5,40110,0,1,1,2,28,-1,-1,-1,-1,0,1625,3505,12931,2972,1589,3556,14010,3000,0,691
7964,500000,6257.475,566015,0,1,2,2,35,0,0,0,0,0,22370,7303,19436,45604,25996,7364,19445,45604,25996,4420
7965,300000,432.25,298781,0,1,2,1,40,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7966,170000,1912.4,184786,1,1,2,2,32,0,0,0,-1,0,8400,5654,6285,4417,740,4110,6920,6637,0,16744
7967,20000,2047.15,22747,1,1,2,1,46,2,2,2,3,5,13189,14663,16109,19525,18646,2000,2000,4000,0,1000
7968,20000,258.125,14700,0,1,2,1,43,-1,-1,-1,-1,-1,1291,3898,1681,901,0,3898,1681,901,0,0
7969,280000,32164.475,318104,0,1,2,2,36,0,0,0,0,0,168402,161474,152092,145229,148602,5913,5293,5126,5640,5119
7970,80000,150.15,80000,0,1,2,2,22,0,0,0,0,0,1468,1724,2884,2994,28788,1036,1196,306,26045,1513
7971,20000,3040.1,11424,0,1,2,2,24,0,0,2,0,0,17859,20567,19928,18711,19408,3000,0,1000,1000,1500
7972,70000,19280.8,72812,0,1,1,2,24,0,0,0,0,0,56378,57572,58130,59289,61331,2700,2110,2125,3000,2300
7973,30000,4180.4,35157,1,1,2,1,25,2,2,2,2,2,26966,27640,26897,27949,29645,1400,0,1500,2300,1114
7974,170000,20567.225,167315,0,1,2,2,37,0,0,0,0,0,120998,120582,112819,113932,107776,4278,4021,3828,3843,3879
7975,320000,17069.675,374051,0,1,2,2,30,0,0,0,0,0,99815,103701,106195,106946,109228,5500,5700,4000,4000,4000
7976,210000,0,197095,0,1,1,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977,310000,2452.625,329882,0,1,2,2,31,0,0,0,0,0,15377,16393,14855,12662,9628,1300,1461,1000,2000,2000
7978,230000,0,242082,0,1,1,2,29,-1,-1,-1,0,0,162,1129,1130,1130,1130,1140,1130,0,0,0
7979,90000,15765.575,80245,1,1,2,1,31,2,0,0,0,0,91196,89779,89214,88847,88724,4400,5013,4000,4000,4000
7980,200000,1054.2,193151,0,1,1,2,31,0,0,0,0,0,2180,2750,0,1060,2000,2750,0,1060,2000,1060
7981,150000,18093.075,165513,0,1,2,2,34,3,4,4,5,5,108189,112968,117613,122161,129616,8000,8000,8000,10000,5000
7982,60000,4145.75,71540,0,1,1,2,27,0,0,0,0,0,22413,17399,16553,14259,14134,1584,1217,496,662,489
7983,50000,261.8,52408,0,1,2,2,38,-1,0,0,0,0,35007,32672,34087,37114,45043,2000,2000,5000,10000,2000
7984,200000,23198.525,231084,0,1,1,2,40,0,0,0,0,0,135202,137111,137121,139343,141859,5047,4922,4926,5105,5500
7985,220000,7220.325,208048,0,1,2,1,35,0,0,0,0,0,37465,39494,16842,0,8419,3000,1160,1000,0,1000
7986,300000,0,313323,0,1,3,1,34,0,0,0,0,0,29014,21180,-20,-20,4045,21286,0,0,4065,0
7987,30000,4531.275,21101,1,1,2,1,47,2,2,0,0,0,30628,29368,27769,25999,26924,22,2000,1000,2000,2039
7988,330000,3284.4,379456,0,1,0,1,36,-1,-1,0,0,0,3736,119340,134194,76865,78760,119356,20062,10189,30032,4005
7989,280000,30255.05,272561,0,1,1,1,42,0,0,0,0,0,175152,172505,175967,178548,176939,12104,7002,6302,6417,6502
7990,330000,0,319312,1,1,1,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7991,390000,16515.275,461037,0,1,3,2,45,-1,-1,-1,-1,0,2230,609,-3261,36635,38396,609,0,40396,3000,105100
7992,200000,137.9,218535,0,1,2,1,38,-1,-1,-1,-1,0,165,1520,413,150,150,1520,413,300,0,1638
7993,20000,2217.25,18715,0,1,3,2,45,0,0,0,0,0,13682,14399,15408,15728,17082,1234,1243,563,1609,1500
7994,140000,9244.375,151640,0,1,2,1,32,0,0,0,0,0,52711,50440,47945,17990,15735,5007,10000,5011,5000,10000
7995,30000,644.7,31467,0,1,1,1,32,-1,-1,0,0,0,2911,5831,2083,2903,3874,5842,2088,2903,3874,3201
7996,210000,0,247208,0,1,2,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,100000,176.75,114918,0,1,3,1,44,0,0,0,0,0,0,0,0,0,2947,0,0,0,2947,4193
7998,50000,196.175,49151,0,1,2,1,38,-1,-1,-1,-1,-1,-13,2254,1338,0,757,2267,1338,0,757,0
7999,30000,4552.1,24470,1,1,3,2,42,0,0,0,0,0,27175,27822,28481,28265,28852,1577,1626,800,814,629
8000,30000,5123.65,23163,1,1,0,2,45,0,0,0,0,0,30488,30900,30480,31124,29333,1600,1500,1100,1053,1320
8001,150000,0,168775,0,1,1,2,37,0,-1,-1,-1,0,0,689,2943,-6159,-6159,689,2943,0,0,16007
8002,180000,2053.1,202987,0,1,1,2,39,0,0,0,0,0,6653,-6674,18084,16481,19359,330,36550,16481,21264,16253
8003,230000,0,275892,0,1,2,1,49,0,0,0,0,-1,0,0,0,0,6946,0,0,0,6946,0
8004,220000,21.35,218475,0,1,1,2,36,0,0,0,0,0,104,2635,2460,859,2784,2653,2472,859,2784,2287
8005,200000,1042.3,219408,0,1,1,2,35,0,0,0,0,0,7690,1530,3107,1683,5784,1530,4000,1683,6031,4512
8006,80000,2990.225,76131,0,1,2,1,35,0,0,0,0,0,1617,8140,7258,20171,5483,8179,7285,20171,5483,42081
8007,380000,1265.95,413995,0,1,3,1,44,0,0,0,-1,-1,4772,4519,3818,4096,4058,2000,2023,4102,4448,7274
8008,30000,1747.375,15414,1,1,2,1,42,0,0,0,0,2,10688,11710,13030,13776,13415,1198,1518,1264,0,1308
8009,160000,1415.925,178474,0,1,2,1,41,-1,-1,-1,-1,-1,5344,5117,4730,6634,3477,5124,4730,6635,3477,2979
8010,60000,4894.75,62977,1,1,2,1,47,0,0,2,-1,2,28004,31688,30448,452,302,4140,0,904,0,12985
8011,100000,1345.575,97443,0,1,3,1,42,2,2,0,0,0,2052,1281,3770,2056,5628,1281,3786,2056,5634,6013
8012,150000,0,138318,0,1,2,1,37,-1,-1,0,0,-1,1771,0,730,626,2718,0,730,626,2718,0
8013,100000,6372.45,97877,0,1,2,1,38,2,2,2,0,0,37516,38622,37706,38148,40630,2000,0,1369,3100,0
8014,30000,0,29043,0,1,2,2,44,0,0,0,0,0,1330,2988,0,30000,0,2988,0,30000,0,1219
8015,220000,715.05,216016,1,1,1,1,36,2,-1,2,-1,3,3855,3055,1375,3338,3032,4000,0,3338,0,0
8016,220000,463.75,247713,0,1,1,2,38,2,2,2,2,2,2650,150,150,150,150,0,0,0,0,0
8017,400000,0,419646,1,1,2,2,30,0,0,0,0,0,9465,4991,466,-1381,3122,5002,504,499,5056,2152
8018,680000,6936.825,802419,1,1,1,2,30,0,-1,-1,-1,0,-45,10251,25094,7327,167520,10296,25219,7341,163123,7267
8019,280000,6347.075,290764,0,1,1,2,30,0,0,0,0,0,39229,48190,48758,49219,58412,10018,10026,5000,10000,2401
8020,70000,5973.625,56583,0,1,2,1,44,0,0,0,0,0,27683,28311,24094,21317,9736,5000,3011,1500,1000,1000
8021,300000,1083.6,285106,1,1,2,1,39,-1,-1,-1,-1,-1,4784,6462,456,-2056,5251,6462,456,0,14447,9196
8022,250000,54.6,272604,0,1,2,2,41,-1,-1,-1,-1,-1,-18,3600,-10,2022,3809,3618,0,2032,3827,3710
8023,200000,274.75,213779,0,1,1,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024,450000,2243.15,465184,0,1,1,2,31,-1,-1,-1,0,0,17522,35727,82517,91873,41628,35758,90018,41340,20000,15000
8025,30000,3704.225,28024,1,1,1,2,33,2,2,2,0,0,20529,24191,23510,24813,25264,4000,0,2000,1000,2000
8026,210000,311.15,220838,0,1,2,2,29,-1,-1,-1,-1,-1,224,2018,0,1118,1858,2031,0,1118,1858,620
8027,250000,21836.5,244719,1,1,1,2,29,2,2,2,2,2,127168,125721,122209,126129,127847,4500,0,5954,3900,4826
8028,70000,11355.4,59972,0,1,2,2,31,0,0,0,0,0,64454,103298,50978,51374,52453,2151,2500,1836,1904,1915
8029,230000,0,273782,0,1,1,2,31,0,-1,-1,0,-1,-9,986,0,0,900,995,0,0,900,0
8030,150000,0,139558,0,1,2,1,37,0,0,0,0,0,0,0,283,0,0,0,283,0,0,0
8031,70000,5142.55,76724,0,1,3,1,47,2,2,2,2,2,31596,32492,33163,32334,34647,1700,1500,0,3000,1402
8032,150000,17851.225,143082,1,1,2,1,35,0,0,0,0,0,93116,84302,74986,67369,60434,5045,2563,3006,3000,2218
8033,200000,54.775,206075,0,1,2,1,37,-1,-1,-1,-1,-1,0,313,152,148,498,313,152,148,498,148
8034,200000,950.775,193391,0,1,0,2,42,0,0,0,-1,-1,7328,0,0,2621,-72,0,0,2621,0,0
8035,300000,154.875,291229,0,1,3,1,42,-1,0,0,-1,-1,0,0,0,494,0,0,0,494,0,138
8036,80000,511.175,89443,1,1,3,1,39,-1,-1,0,-1,-1,390,6837,7309,2568,2199,6837,1000,2568,2199,4067
8037,30000,5472.775,32409,1,1,2,2,43,4,3,2,0,0,30499,29740,28736,28336,28336,0,0,0,0,18
8038,100000,15616.3,102923,0,1,2,1,40,0,0,0,0,0,90828,83479,73749,68512,72518,3523,3025,2344,5000,3000
8039,360000,50845.025,424162,0,1,1,2,32,0,0,0,0,0,118479,112746,102611,92290,51489,6079,6091,6227,5055,27486
8040,150000,5674.9,135389,0,1,2,2,32,0,0,0,0,0,32136,28151,27697,18981,6155,1650,1500,1004,500,1000
8041,180000,0,184077,0,1,1,2,32,0,0,-1,-1,0,-10,-10,5650,-10,-10,0,5660,0,0,0
8042,210000,235.375,217856,0,1,1,1,33,0,0,0,0,0,6087,947,500,1283,500,947,500,1283,500,500
8043,110000,17730.3,124591,0,1,3,1,41,0,0,0,0,0,104930,106053,108641,48519,33448,4300,4800,2500,2000,2000
8044,80000,477.225,95005,0,1,2,1,41,-1,-1,-1,0,0,1679,566,61664,58281,58281,566,61664,0,0,4480
8045,50000,46.025,42525,0,1,2,2,39,-1,3,2,-1,2,1209,946,576,18611,17721,0,0,18611,0,920
8046,150000,0,179288,0,1,2,1,32,0,0,0,0,0,0,0,3564,0,0,0,3564,0,0,0
8047,260000,0,264447,0,1,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8048,200000,1123.675,188833,0,1,1,2,33,0,0,0,0,0,846,4292,0,0,0,4974,0,0,0,0
8049,230000,459.2,239468,0,1,2,2,29,-1,-1,-1,-1,-1,1149,2140,3313,3750,2491,2140,3313,3750,2491,9785
8050,70000,12281.15,78697,1,1,1,1,32,0,0,0,0,0,71312,71314,71595,70040,68927,2766,3648,2700,2487,2600
8051,70000,6062,60988,1,1,1,2,32,0,0,0,0,0,35757,37175,38254,39017,39834,2000,1700,1400,1446,1500
8052,160000,492.1,189603,1,1,2,2,32,0,0,0,0,0,3826,4751,6604,8604,7072,1147,2000,2000,0,766
8053,200000,34191.5,231555,0,1,3,2,34,0,0,0,0,0,199642,188169,191549,195163,194101,6839,6518,6356,6441,6763
8054,270000,286.3,316731,0,1,2,2,35,-1,-1,-1,0,0,37,2845,-1000,-1000,-1000,3000,1000,0,0,0
8055,100000,16979.55,118347,0,1,2,1,36,0,0,0,0,0,96109,97647,91998,69915,72044,5000,3500,3000,3000,5049
8056,410000,2157.225,400825,0,1,1,1,42,-1,-1,2,-1,-1,2306,4054,3830,3160,49828,4204,0,3160,49828,1647
8057,160000,289.625,178345,0,1,2,1,33,-1,-1,-1,-1,-1,4271,3711,2121,2275,2895,3711,2121,2275,2895,8429
8058,120000,57.05,111974,1,1,2,2,39,0,0,0,0,0,3756,326,326,326,476,652,326,326,476,326
8059,50000,2143.05,43127,0,1,2,1,37,0,0,0,-1,-1,11901,11631,11035,1335,90,1261,1000,1335,90,1335
8060,450000,0,518489,0,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,200000,33789.525,218651,0,1,2,2,36,0,0,0,0,0,195259,196120,168814,163509,172037,8993,7503,6000,11300,6103
8062,360000,637,357363,0,1,2,2,41,-1,-1,-1,-1,-1,1436,1114,1917,19588,16666,1114,1917,19588,16666,707
8063,340000,7119.175,354198,0,1,2,1,40,0,0,0,0,0,43171,45465,46708,49912,52102,3000,2000,4000,3000,2100
8064,300000,0,294593,1,1,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,220000,38515.925,249036,0,1,3,2,40,0,0,0,0,0,203554,207953,156699,157883,161208,8201,7302,5437,5651,5683
8066,370000,53901.925,375166,0,1,1,2,37,0,0,0,0,0,302783,297700,298224,338565,288924,10015,16502,60003,15008,20000
8067,170000,515.725,195803,0,1,2,1,39,-1,-1,2,-1,-1,4132,3967,592,864,1738,3967,0,864,1738,1788
8068,500000,85994.125,586773,0,1,2,2,39,0,0,0,0,0,464318,477183,496400,505473,474459,35530,31376,70000,17670,20000
8069,100000,16589.3,87236,0,1,1,1,36,0,0,0,0,0,51713,25272,0,0,0,1000,0,0,0,0
8070,110000,39.025,115209,0,1,1,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8071,230000,4117.05,231167,0,1,1,1,31,0,-1,2,0,0,12187,3239,3029,3029,800,3239,0,0,0,0
8072,230000,5794.075,261803,0,1,1,2,31,0,0,-1,0,-1,29830,11750,5194,15450,9368,5000,15897,12000,9368,6000
8073,150000,4523.575,136952,0,1,2,1,33,0,0,0,0,0,26852,27882,28894,29313,29924,1765,1777,1196,1233,1238
8074,210000,1320.2,217387,0,1,1,1,32,0,-1,-1,-1,-1,5525,6876,2692,5560,2866,7067,2696,5560,2866,8680
8075,100000,4200.35,104315,0,1,3,1,32,-1,2,-1,0,-1,22329,2781,32231,2781,21651,0,32231,0,21651,26748
8076,230000,25794.3,226002,0,1,1,1,42,0,0,0,0,0,151030,145550,135626,103789,108348,7000,5065,5000,10000,5000
8077,360000,0,356312,1,1,1,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8078,360000,14094.5,418939,0,1,2,1,34,0,0,0,0,0,83715,70881,53344,47058,8674,2001,1318,1134,216,0
8079,200000,0,211284,1,1,1,2,34,0,0,0,0,0,-2113,-2113,-2113,-2113,-2113,0,0,0,0,423
8080,200000,2804.2,230400,0,1,1,1,34,-1,-1,0,0,-1,18168,10274,4726,4484,4745,10274,4726,4490,4745,1283
8081,150000,88.9,168320,0,1,2,2,33,-1,-1,-1,-1,-1,1155,1868,874,1735,1940,1873,876,1741,2245,0
8082,110000,26.25,126537,0,1,1,1,41,2,2,7,7,7,150,150,150,150,150,0,0,0,0,0
8083,320000,0,366982,0,1,2,1,38,0,0,0,0,0,0,0,111,0,288,0,111,0,288,1200
8084,50000,3356.15,35849,1,1,3,1,44,2,2,2,2,2,20088,19499,21578,20940,22605,0,2385,0,2000,0
8085,160000,5762.75,190159,0,1,2,2,39,0,0,0,0,0,20090,49448,38415,59138,77579,40015,1625,32044,27248,3650
8086,80000,7532.875,75245,1,1,2,1,42,0,0,-1,-1,0,43024,9821,600,53900,55000,5098,600,53900,1100,10000
8087,100000,4974.9,112172,0,1,2,1,35,0,0,0,0,0,29753,30900,0,0,0,1900,0,0,0,0
8088,150000,50656.025,175293,0,1,2,1,36,0,0,0,0,0,296846,301634,314201,84135,90500,7143,13700,15000,7500,0
8089,60000,22088.5,49526,0,1,2,1,38,6,5,4,3,2,76247,72225,67850,63073,61761,880,528,0,0,2380
8090,200000,60.375,198747,0,1,1,2,39,0,0,0,0,0,355,0,0,907,0,0,0,907,0,0
8091,160000,911.225,158178,0,1,3,1,38,0,0,0,0,0,207,207,207,207,207,207,207,207,207,207
8092,230000,796.075,251283,0,1,2,1,38,-1,-1,0,0,0,0,24962,34372,32630,33334,24962,10000,943,1000,1058
8093,230000,0,274386,0,1,2,1,40,0,-1,-1,-1,-1,0,3504,4272,2977,1900,3504,4272,2977,1900,0
8094,90000,0,98510,0,1,3,1,39,0,0,-1,0,0,0,0,873,873,0,0,873,0,0,0
8095,140000,5382.125,132107,1,1,3,1,40,0,0,0,2,2,31757,32808,35342,35965,36741,1866,3400,1500,1500,1484
8096,30000,4237.975,30117,0,1,3,2,41,0,0,0,0,2,24216,25254,27099,30297,28817,3000,3000,5000,0,1500
8097,320000,10466.225,344527,0,1,1,1,41,0,0,0,0,0,68080,67745,91798,90936,92588,4200,30000,7,3000,0
8098,20000,2976.4,15633,0,1,3,1,35,0,0,-1,-1,-1,17922,18421,7032,0,1000,1000,7200,0,1000,2017
8099,50000,546.525,53144,0,1,3,2,35,-1,-1,-1,-1,-1,1326,2866,4406,2821,1854,2866,4406,2821,1854,1688
8100,30000,4288.375,23973,0,1,3,1,38,0,0,0,0,0,25592,26628,27678,28084,30068,1750,1800,1165,2600,1200
8101,160000,4760.7,175496,0,1,3,2,36,-1,-1,-1,0,-1,897,1066,1760,880,5510,1066,1760,0,5510,0
8102,280000,13918.8,279204,0,1,2,1,48,-1,0,0,-1,-1,31251,37071,16757,9509,10861,26757,5076,9539,10861,56137
8103,390000,7400.05,456210,0,1,2,2,35,0,0,0,0,0,30038,27402,28352,28066,28215,2414,2378,892,925,938
8104,100000,7315.525,101596,1,1,3,1,44,0,0,0,0,0,73882,75609,77265,78973,81665,4000,4000,4000,5000,5900
8105,200000,34744.5,218452,0,1,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8106,110000,8539.3,109745,0,1,3,1,43,0,0,0,0,0,49371,19413,20204,16627,14980,1392,1183,511,1151,482
8107,50000,8553.125,44083,0,1,2,1,45,0,0,0,0,0,50103,46641,31459,28901,29523,1690,1458,1100,1076,1094
8108,100000,19586.875,85737,0,1,2,1,41,0,0,0,0,0,107224,107126,101859,79519,74368,7000,3533,2673,3500,4303
8109,200000,0,207794,0,1,3,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,250000,24216.5,251152,0,1,1,1,34,0,0,2,0,0,141223,156858,151841,152803,155997,17994,0,5469,5656,6811
8111,20000,2421.3,10000,1,1,3,1,48,2,2,2,2,2,14805,15865,16062,15509,16558,1595,750,0,1452,0
8112,260000,601.825,302489,0,1,2,1,35,0,0,0,0,0,10034,256,274,388,766,258,274,388,766,1185
8113,20000,2632.525,11012,1,1,3,1,31,2,0,0,0,0,14509,19092,19113,19483,14523,5166,2963,833,812,0
8114,320000,0,327061,0,1,2,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8115,30000,1396.325,33496,0,1,1,1,37,0,0,0,0,0,8301,9156,8983,8141,6422,1191,1079,239,209,206
8116,50000,6975.325,41200,0,1,2,2,41,0,0,0,0,0,38781,26823,26799,26536,27093,2003,1420,937,972,1007
8117,80000,3442.425,80644,1,1,2,2,36,0,0,0,0,0,20650,0,0,0,0,0,0,0,0,0
8118,120000,10117.8,138403,1,1,2,1,40,2,3,2,3,2,62139,60584,63871,62251,63443,0,4900,0,2500,2500
8119,290000,6518.05,277625,0,1,2,1,49,0,0,0,0,0,36927,39769,35058,36965,38863,3500,2500,2500,2500,2000
8120,50000,5342.75,47075,0,1,2,1,43,0,0,0,0,0,41460,21897,23404,0,0,2000,2000,0,0,0
8121,30000,3705.275,18454,1,1,3,1,39,0,0,2,0,0,22513,23826,20613,21269,22761,2000,1000,1000,2000,2000
8122,580000,3292.1,601301,0,1,2,2,33,0,0,0,-1,-1,15408,20629,10682,6788,10413,10053,8017,6788,10413,10519
8123,270000,223.65,318495,0,1,1,1,41,-1,-1,-1,-1,-1,-4,3564,1280,1898,0,3568,1280,1898,0,2605
8124,30000,146.3,26927,0,1,3,1,42,-1,-1,-1,0,-1,836,836,1672,836,390,836,1672,0,390,930
8125,160000,25849.25,174005,0,1,1,1,31,2,2,0,0,0,151368,147184,149053,136809,140678,0,5790,4825,6000,5354
8126,180000,72.8,182195,0,1,2,2,31,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416
8127,20000,564.025,11656,1,1,2,1,34,0,2,-1,-1,-1,3176,220,632,0,316,0,632,0,316,782
8128,210000,1339.625,228837,0,1,2,1,33,-1,-1,-1,-1,-1,1644,2258,8241,428,3537,2261,11008,428,3537,0
8129,200000,19874.75,199676,0,1,3,1,43,0,0,0,0,0,113974,117248,104889,103668,105467,5571,5221,4001,4001,4001
8130,130000,5716.725,133099,0,1,3,1,43,0,0,0,0,0,33822,34975,35943,36447,37259,2000,1850,1400,1400,1400
8131,30000,1546.825,21428,0,1,0,1,36,0,0,0,0,0,0,4342,690,0,99,4342,690,0,99,0
8132,130000,730.8,132223,0,1,2,1,40,-1,-1,-1,-1,-1,11806,1984,4649,6727,473,3000,4649,6727,473,1669
8133,180000,546.35,165458,0,1,3,1,43,-1,-1,-1,-1,0,-26214,98834,34677,55634,44325,130000,40057,56000,10000,66000
8134,110000,16294.425,119688,0,1,2,1,39,0,0,0,0,0,91198,85136,80491,78967,80628,3050,2765,2304,2400,1885
8135,20000,2677.325,10000,0,1,2,1,39,0,2,2,0,-1,14112,11221,10656,7928,580,3520,0,1000,580,0
8136,150000,17021.9,148018,0,1,2,2,35,0,0,0,0,0,71876,50043,55182,48983,50136,2000,20000,2000,2000,2000
8137,210000,0,206656,0,1,3,2,37,-1,0,0,0,0,202,4202,5152,5444,5786,4000,1208,500,400,5380
8138,90000,16246.475,91009,0,1,2,2,42,0,0,-1,-1,-1,95413,94460,10031,11243,3343,2000,10061,11277,3808,14741
8139,500000,10869.6,537894,0,1,2,1,42,0,0,0,0,0,60246,74832,126778,82611,71338,40000,85000,139,20000,29761
8140,300000,2746.625,337420,0,1,2,1,37,-1,-1,-1,-1,-1,11551,6224,14959,6885,22107,6252,14959,6885,22107,6741
8141,370000,3164.35,377372,0,1,3,1,33,0,0,0,0,0,18339,19031,17345,18245,23200,1320,1100,1000,10000,1000
8142,200000,18268.775,239294,0,1,2,2,35,0,0,0,2,0,108956,109339,113799,75536,66643,4588,6910,30,2375,9577
8143,500000,394.1,599197,0,1,0,2,38,0,0,0,0,0,2265,24667,40626,9255,8659,24905,40827,30844,8695,3532
8144,50000,7679.875,44328,1,1,2,2,41,0,0,0,0,0,45408,36025,0,0,0,2025,0,0,0,0
8145,120000,18656.575,125290,0,1,2,1,36,0,0,0,-1,-1,380,0,970,5576,0,0,970,5576,0,2785
8146,270000,10896.025,290976,0,1,2,1,38,0,0,0,0,0,60654,59464,54715,51796,53256,3000,3019,5000,5000,10000
8147,300000,3841.775,327328,0,1,1,1,43,-1,-1,-1,-1,-1,32905,14458,18061,8016,5768,14458,18061,8016,5768,7229
8148,90000,3194.625,100091,0,1,2,1,37,2,2,2,0,0,17664,20667,20042,20408,22073,3300,0,1000,2000,0
8149,120000,109.55,127501,0,1,2,1,48,-1,-1,-1,0,-1,0,1252,1252,1252,626,1252,1252,0,626,0
8150,90000,1169.175,97711,0,1,2,1,47,2,2,2,0,0,6426,10289,10816,11333,11997,4000,1000,1000,1000,1000
8151,350000,21352.975,374235,0,1,1,2,41,0,0,0,0,0,121505,119522,119947,117328,118400,5900,5800,4100,4500,5000
8152,180000,3651.725,181445,0,1,2,1,29,4,3,2,2,0,20168,14464,3455,0,0,0,0,0,0,0
8153,30000,4229.925,17805,0,1,3,,30,0,2,2,0,0,27393,28089,25805,21356,15158,1451,9,1003,905,409
8154,240000,461.65,277532,1,1,2,2,29,-1,-1,-1,-1,-1,1526,2276,1486,1776,2308,2276,1486,1776,2308,776
8155,80000,14765.1,67380,0,1,2,1,38,2,0,0,0,0,77773,78499,79943,77354,78655,2900,3102,3000,3010,3400
